isic_id,h1_mean_norm_entropy,h1_high_entropy,h2_mean_norm_entropy,h2_high_entropy
ISIC_0009959,0.23743525105277913,0.0,0.38140536871743774,0.0
ISIC_0010027,0.8481907414618908,1.0,0.4650206868375119,0.0
ISIC_0010083,0.39220410140333295,0.0,0.24214040089882385,0.0
ISIC_0010325,0.6437806609776197,0.0,0.3263003931153865,0.0
ISIC_0010454,0.15759629395733563,0.0,0.08284005182932118,0.0
ISIC_0010512,0.4682591147774522,0.0,0.2059605539475915,0.0
ISIC_0010566,0.4112410322967072,0.0,0.32813737228624545,0.0
ISIC_0010713,0.4784539039316346,0.0,0.27634245336694924,0.0
ISIC_0010859,0.3816961293719975,0.0,0.1155129790629625,0.0
ISIC_0010889,0.12914481858120225,0.0,0.09177631481141117,0.0
ISIC_0011011,0.1700717974711235,0.0,0.13225263354751934,0.0
ISIC_0011054,0.5232079781437788,0.0,0.306830401643932,0.0
ISIC_0011307,0.682596461233457,0.0,0.44240593463975736,0.0
ISIC_0011332,0.5375977640874122,0.0,0.2569446314470061,0.0
ISIC_0011355,0.7684452109638273,1.0,0.44688294214185015,0.0
ISIC_0011417,0.6317681935714415,0.0,0.49245120592858777,1.0
ISIC_0011418,0.6869481023561711,0.0,0.6167248013318739,1.0
ISIC_0011444,0.2655983070914624,0.0,0.5036927387842636,1.0
ISIC_0011445,0.20494845419180913,0.0,0.44289306194898537,0.0
ISIC_0011472,0.21716265088668277,0.0,0.2409021109207093,0.0
ISIC_0011477,0.5881027191461411,0.0,0.36093461464004994,0.0
ISIC_0011552,0.7106374450109035,0.0,0.3534721823377898,0.0
ISIC_0011609,0.609742131289994,0.0,0.2982553602832742,0.0
ISIC_0011632,0.5928179480983161,0.0,0.5307649039651718,1.0
ISIC_0011633,0.6201574963362567,0.0,0.3957078957540559,0.0
ISIC_0011634,0.4348894225591966,0.0,0.3505200880851288,0.0
ISIC_0011650,0.4543118355639244,0.0,0.46398232165496206,0.0
ISIC_0011686,0.4846436537339593,0.0,0.3464491285401919,0.0
ISIC_0011720,0.527970284951472,0.0,0.24719056771421907,0.0
ISIC_0011909,0.6685817205802113,0.0,0.3255392501949875,0.0
ISIC_0011910,0.45816118899994207,0.0,0.2041433807694879,0.0
ISIC_0011963,0.6983772919459135,0.0,0.5014200090176902,1.0
ISIC_0012029,0.46887431335350727,0.0,0.14927792519000088,0.0
ISIC_0012093,0.3583330615813777,0.0,0.3324427435415882,0.0
ISIC_0012104,0.6116879676261109,0.0,0.4233275384018215,0.0
ISIC_0012106,0.22513761410031496,0.0,0.20516984068544927,0.0
ISIC_0012114,0.7192793712774965,0.0,0.6637660224366898,1.0
ISIC_0012115,0.3179213628826571,0.0,0.4266534606816612,0.0
ISIC_0012119,0.35683851784593335,0.0,0.4135489945703064,0.0
ISIC_0012124,0.8072273201939067,1.0,0.3670342657904948,0.0
ISIC_0012131,0.5721142353856017,0.0,0.38709714077460633,0.0
ISIC_0012132,0.8484034993708504,1.0,0.4790860753318965,0.0
ISIC_0012138,0.4430032041943381,0.0,0.34722299175638743,0.0
ISIC_0012153,0.7166198580810841,0.0,0.5541122635910909,1.0
ISIC_0012166,0.916631857515724,1.0,0.5791085946520791,1.0
ISIC_0012174,0.7237218998544732,0.0,0.47298269309062785,0.0
ISIC_0012176,0.2502217509195737,0.0,0.31033014838054507,0.0
ISIC_0012184,0.26979425619500147,0.0,0.19299548941499078,0.0
ISIC_0012188,0.6127143965311632,0.0,0.41369543956511484,0.0
ISIC_0012190,0.1475668719011504,0.0,0.4340196016008509,0.0
ISIC_0012195,0.8070236247474311,1.0,0.4254465096244445,0.0
ISIC_0012198,0.6812416572566563,0.0,0.34717499019423415,0.0
ISIC_0012218,0.5710220009401643,0.0,0.41538296696299337,0.0
ISIC_0012239,0.8865260419571278,1.0,0.4380776350291914,0.0
ISIC_0012262,0.5389567902146731,0.0,0.3887538475895453,0.0
ISIC_0012267,0.9661582868644004,1.0,0.6734728903065554,1.0
ISIC_0012280,0.5220844218813749,0.0,0.3564227410064036,0.0
ISIC_0012289,0.7434655079252261,1.0,0.4072932880020795,0.0
ISIC_0012295,0.4418599224947385,0.0,0.36447841826225796,0.0
ISIC_0012308,0.6117151865097571,0.0,0.36886473458687374,0.0
ISIC_0012310,0.8132315672301914,1.0,0.5231850456891155,1.0
ISIC_0012312,0.5857792525430711,0.0,0.44295948258301,0.0
ISIC_0012317,0.4594043511159021,0.0,0.3460239363882456,0.0
ISIC_0012319,0.5163845419679539,0.0,0.5350946832142076,1.0
ISIC_0012340,0.2446744929548351,0.0,0.21067477818036182,0.0
ISIC_0012347,0.5557399245590036,0.0,0.2918696918201154,0.0
ISIC_0012350,0.4178746687690859,0.0,0.35787030901949324,0.0
ISIC_0012352,0.5860604460475959,0.0,0.47124146016275403,0.0
ISIC_0012355,0.053981372713786044,0.0,0.08910629867392583,0.0
ISIC_0012365,0.7373144259850775,1.0,0.39629990452306607,0.0
ISIC_0012366,0.6524667783530199,0.0,0.561813109441868,1.0
ISIC_0012403,0.749808231201673,1.0,0.445205820221455,0.0
ISIC_0012404,0.5975098515886357,0.0,0.44646934861332205,0.0
ISIC_0012410,0.2926655362981635,0.0,0.5022959795701311,1.0
ISIC_0012438,0.36860114948636286,0.0,0.3041127975133631,0.0
ISIC_0012439,0.624302209576489,0.0,0.413591219185092,0.0
ISIC_0012441,0.7536793599149716,1.0,0.41765698182194166,0.0
ISIC_0012462,0.40759584124826376,0.0,0.25371725692642627,0.0
ISIC_0012463,0.24892155469947141,0.0,0.27606604081942615,0.0
ISIC_0012470,0.19329997803639276,0.0,0.1124746966123128,0.0
ISIC_0012477,0.6479995993229035,0.0,0.5307258699418016,1.0
ISIC_0012483,0.27237371789170756,0.0,0.2395715934490697,0.0
ISIC_0012485,0.45611062801723073,0.0,0.32220944262428936,0.0
ISIC_0012490,0.6587307082272916,0.0,0.44641064947150255,0.0
ISIC_0012491,0.6860093655039727,0.0,0.5274904596158702,1.0
ISIC_0012515,0.3273104796580767,0.0,0.38009401603385495,0.0
ISIC_0012525,0.6536393744336932,0.0,0.20540864634744205,0.0
ISIC_0012541,0.45755100316104863,0.0,0.35156412457386316,0.0
ISIC_0012542,0.5334855619633471,0.0,0.3266387678578248,0.0
ISIC_0012590,0.5849425993497176,0.0,0.38065577083334096,0.0
ISIC_0012667,0.1867186976673354,0.0,0.16461424156000376,0.0
ISIC_0012714,0.17315218533455684,0.0,0.13706718764780298,0.0
ISIC_0012717,0.606398426809225,0.0,0.40998948409946123,0.0
ISIC_0012747,0.6718967799410763,0.0,0.5846201742524172,1.0
